File,Mode,Chunks,Time (s),Outcome
856399094_1875_125_18.txt,parallel,6,78.46,✅ success
856399094_1875_126_08.txt,parallel,5,48.79,✅ success
856399094_1875_126_09.txt,parallel,5,52.51,✅ success
856399094_1875_126_11.txt,parallel,6,79.86,✅ success
856399094_1875_126_12.txt,parallel,6,146.47,✅ success
856399094_1875_126_13.txt,parallel,6,103.6,✅ success
856399094_1875_127_09.txt,parallel,4,40.0,✅ success
856399094_1875_127_11.txt,parallel,5,91.16,✅ success
856399094_1875_127_12.txt,parallel,6,75.69,✅ success
856399094_1875_127_16.txt,parallel,5,50.57,✅ success
856399094_1875_128_01.txt,parallel,5,27.25,✅ success
856399094_1875_128_06.txt,parallel,7,51.98,✅ success
856399094_1875_128_10.txt,parallel,6,141.08,✅ success
856399094_1875_128_11.txt,parallel,5,118.11,✅ success
856399094_1875_128_12.txt,parallel,6,84.15,✅ success
856399094_1875_129_11.txt,parallel,5,118.52,✅ success
856399094_1875_130_09.txt,parallel,6,84.89,✅ success
856399094_1875_130_10.txt,parallel,6,100.64,✅ success
856399094_1875_131_11.txt,parallel,6,118.77,✅ success
856399094_1875_132_02.txt,parallel,6,24.51,✅ success
856399094_1875_132_09.txt,parallel,6,54.32,✅ success
856399094_1875_132_11.txt,parallel,6,91.35,✅ success
856399094_1875_132_12.txt,parallel,6,138.48,✅ success
856399094_1875_132_13.txt,parallel,6,78.52,✅ success
856399094_1875_133_01.txt,parallel,4,16.35,✅ success
856399094_1875_133_06.txt,parallel,6,53.1,✅ success
856399094_1875_133_09.txt,parallel,6,94.25,✅ success
856399094_1875_133_10.txt,parallel,6,154.99,✅ success
856399094_1875_133_11.txt,parallel,5,101.86,✅ success
856399094_1875_134_01.txt,parallel,4,89.6,✅ success
856399094_1875_134_11.txt,parallel,5,109.22,✅ success
856399094_1875_134_12.txt,parallel,6,94.63,✅ success
856399094_1875_135_14.txt,parallel,6,138.91,✅ success
856399094_1875_135_15.txt,parallel,5,122.53,✅ success
856399094_1875_135_16.txt,parallel,6,76.47,✅ success
856399094_1875_135_20.txt,parallel,6,64.02,✅ success
856399094_1875_136_07.txt,parallel,6,51.5,✅ success
856399094_1875_136_11.txt,parallel,6,88.7,✅ success
856399094_1875_136_12.txt,parallel,6,138.93,✅ success
856399094_1875_136_13.txt,parallel,6,113.28,✅ success
856399094_1875_136_14.txt,parallel,7,60.49,✅ success
856399094_1875_137_05.txt,parallel,6,56.53,✅ success
856399094_1875_138_09.txt,parallel,5,124.23,✅ success
856399094_1875_138_10.txt,parallel,6,152.2,✅ success
856399094_1875_139_11.txt,parallel,5,132.89,✅ success
856399094_1875_140_05.txt,parallel,5,114.23,✅ success
856399094_1875_140_07.txt,parallel,5,115.79,✅ success
856399094_1875_140_08.txt,parallel,5,85.14,✅ success
856399094_1875_142_01.txt,parallel,5,23.72,✅ success
856399094_1875_143_08.txt,parallel,4,29.29,✅ success
856399094_1875_143_11.txt,parallel,6,104.87,"❌ failed chunks [2, 4, 1, 6, 3]"
856399094_1875_143_12.txt,parallel,6,104.39,✅ success
856399094_1875_144_10.txt,parallel,6,149.98,✅ success
856399094_1875_144_12.txt,parallel,4,94.76,✅ success
856399094_1875_145_10.txt,parallel,6,95.5,✅ success
856399094_1875_145_11.txt,parallel,5,92.23,✅ success
856399094_1875_145_12.txt,parallel,6,75.08,✅ success
856399094_1875_146_13.txt,parallel,5,73.06,✅ success
856399094_1875_146_14.txt,parallel,6,71.04,✅ success
856399094_1875_148_12.txt,parallel,6,117.25,✅ success
856399094_1875_148_13.txt,parallel,6,186.63,✅ success
856399094_1875_148_14.txt,parallel,6,110.0,✅ success
856399094_1875_148_20.txt,parallel,3,7.71,✅ success
856399094_1875_149_07.txt,parallel,6,60.7,✅ success
856399094_1875_149_11.txt,parallel,6,74.09,✅ success
856399094_1875_149_12.txt,parallel,6,92.74,✅ success
856399094_1875_150_10.txt,parallel,6,170.31,✅ success
856399094_1875_150_11.txt,parallel,5,110.25,✅ success
